st_id	1060	1090	1110	1120	1240	1260	1270	1280	1300	1310	1320	1370	1470	1730	2560	3000	3040	3050	3530	3570	4110
fulldate	Brusson-Extrapieraz	Champdepraz-Chevrère	Champorcher-Chardonney	Champorcher-Dondena	Fénis-Lavodilec	GressoneyLT-A.Courtlys	GressoneyLT-Eselbode	GressoneyLT-Gabiet	GressoneySJ-Weissmatten	Hône-Dora	Issime-Capoluogo	Lillianes-Granges	Pontboset-Fournier	Ayas-A.Aventine	GressoneySJ-Loo	Verrès-Capoluogo	GressoneySJ-Bieltschocke	Champorcher-Petit-M.Blanc	Bard-Albard	Brusson-Tchampats	Donnas-Clapey 
2013-04-18 03:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 04:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 05:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 06:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 07:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 08:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 09:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 10:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 11:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 12:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 13:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 14:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 15:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 16:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 17:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 18:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 19:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 20:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 21:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 22:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 23:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 00:00:00	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 01:00:00	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 02:00:00	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 03:00:00	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 04:00:00	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 05:00:00	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 06:00:00	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 07:00:00	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 08:00:00	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 09:00:00	0	0	0	0	0	NA	0	0	0	3.4	1.4	21	0.2	0	0.5	0	0	0	2.8	0	0.8
2013-04-19 10:00:00	0	0	0	0	0	NA	0	0.6	0	1	1.2	4.4	1.2	0	2.3	0	0	0	1	0	6
2013-04-19 11:00:00	0	0	0	0	0.6	NA	0	0	2.8	1.2	0.4	0	2.2	0	1.7	0	0.2	0	0.8	0	0.2
2013-04-19 12:00:00	0	0.2	1.8	0.9	1	NA	0	0	1.8	3.6	0.6	0	1	0	1.2	0	1.4	0	NA	0	0
2013-04-19 13:00:00	1	1.8	2.4	2.2	2.2	NA	0.6	0	1.2	5	0	0	4.4	0.3	0.1	0	1	2.2	NA	NA	0.2
