st_id	1000	1080	1230	1420	1430	1450	1480	1720	2530	3010	3020	3080	3120	3560	4000	4090
fulldate	Arvier-Chamençon	Chamois-L.de Lou	Fénis-Clavalité	Nus-Porliod	Nus-Les Iles	Pollein-Gr.Place	Pontey-Dora	Valtournenche-Maen	S.Pierre-L.Rane	S.Denis-Raffort	Villeneuve-SR S.Nicolas	Nus-S.Barthélemy	S.Vincent-Terme	Roisan-Preyl	Aosta-P.Plouves	S.Christophe-Aeroporto
2013-04-18 03:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 04:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 05:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 06:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 07:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 08:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 09:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 10:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 11:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 12:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 13:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 14:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 15:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 16:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 17:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 18:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 19:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 20:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 21:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 22:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-18 23:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 00:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 01:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 02:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 03:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 04:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 05:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 06:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 07:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 08:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 09:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 10:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013-04-19 11:00:00	0	NA	0	0	0	0	0	0	0	0	0	0	0	NA	0	0
2013-04-19 12:00:00	0.6	NA	0	0	0	0	0	0	1.6	0	0	0	0	NA	0	0
2013-04-19 13:00:00	0	NA	1.6	1	0.4	0	0.8	0.2	0.4	0.6	0.2	0.4	1.2	NA	0	0
